http://viaf.org/viaf/73848255,http://viaf.org/viaf/73848255,urn:PUL:bluemountain:bmtnaad,1
http://viaf.org/viaf/73848255,http://viaf.org/viaf/73848255,urn:PUL:bluemountain:bmtnaae,3
http://viaf.org/viaf/73848255,http://viaf.org/viaf/73848255,urn:PUL:bluemountain:bmtnaap,1
http://viaf.org/viaf/96123513,http://viaf.org/viaf/96123513,urn:PUL:bluemountain:bmtnaad,1
http://viaf.org/viaf/96123513,http://viaf.org/viaf/96123513,urn:PUL:bluemountain:bmtnaao,1
http://viaf.org/viaf/27072443,http://viaf.org/viaf/27072443,urn:PUL:bluemountain:bmtnaad,1
http://viaf.org/viaf/27072443,http://viaf.org/viaf/27072443,urn:PUL:bluemountain:bmtnaae,7
http://viaf.org/viaf/88805508,http://viaf.org/viaf/88805508,urn:PUL:bluemountain:bmtnaad,1
http://viaf.org/viaf/76365369,http://viaf.org/viaf/76365369,urn:PUL:bluemountain:bmtnaad,1
http://viaf.org/viaf/76365369,http://viaf.org/viaf/76365369,urn:PUL:bluemountain:bmtnaae,1
http://viaf.org/viaf/12329,http://viaf.org/viaf/12329,urn:PUL:bluemountain:bmtnaad,1
http://viaf.org/viaf/90640237,http://viaf.org/viaf/90640237,urn:PUL:bluemountain:bmtnaad,1
http://viaf.org/viaf/90640237,http://viaf.org/viaf/90640237,urn:PUL:bluemountain:bmtnaap,1
http://viaf.org/viaf/109453511,http://viaf.org/viaf/109453511,urn:PUL:bluemountain:bmtnaad,1
http://viaf.org/viaf/109453511,http://viaf.org/viaf/109453511,urn:PUL:bluemountain:bmtnaae,4
http://viaf.org/viaf/109453511,http://viaf.org/viaf/109453511,urn:PUL:bluemountain:bmtnaap,3
http://viaf.org/viaf/109453511,http://viaf.org/viaf/109453511,urn:PUL:bluemountain:bmtnaaz,1
http://viaf.org/viaf/289842608,http://viaf.org/viaf/289842608,urn:PUL:bluemountain:bmtnaad,1
http://viaf.org/viaf/41853731,http://viaf.org/viaf/41853731,urn:PUL:bluemountain:bmtnaad,1
http://viaf.org/viaf/41853731,http://viaf.org/viaf/41853731,urn:PUL:bluemountain:bmtnaae,1
http://viaf.org/viaf/49222341/,http://viaf.org/viaf/49222341/,urn:PUL:bluemountain:bmtnaad,1
http://viaf.org/viaf/49222341/,http://viaf.org/viaf/49222341/,urn:PUL:bluemountain:bmtnaaj,1
http://viaf.org/viaf/41833206,http://viaf.org/viaf/41833206,urn:PUL:bluemountain:bmtnaad,1
http://viaf.org/viaf/41833206,http://viaf.org/viaf/41833206,urn:PUL:bluemountain:bmtnaap,15
http://viaf.org/viaf/7386175,http://viaf.org/viaf/7386175,urn:PUL:bluemountain:bmtnaae,5
http://viaf.org/viaf/7386175,http://viaf.org/viaf/7386175,urn:PUL:bluemountain:bmtnaap,1
http://viaf.org/viaf/27881973,http://viaf.org/viaf/27881973,urn:PUL:bluemountain:bmtnaae,1
